As of 2022-01-16,1,2,3,4,5
HIDCL,1,33,25,,
NABIL,21,34,44,,
MEGA,45,44,390,,
MEGA,57,44,100,,
MEGA,57,44,10,,
API,42,18,50,,
HDHPC,3,7,10,,
NABIL,32,14,700,,
SPDL,5,49,700,,
SPDL,47,49,1300,,
NCCB,16,36,1850,,
NCCB,16,41,100,,
NCCB,16,6,250,,
NCCB,16,43,500,,
NCCB,16,44,300,,
JOSHI,56,21,50,,
NICA,21,26,100,,
NICA,21,6,100,,
NICA,21,22,500,,
NICA,21,38,16,,
NICA,21,49,20,,
NICA,21,57,150,,
NICA,21,6,10,,
NICA,21,3,50,,
NICA,21,34,50,,
NICA,21,42,300,,
NICA,21,49,10,,
NICA,21,53,300,,
NICA,21,38,110,,
NICA,21,35,16,,
NICA,21,48,100,,
NICA,21,34,359,,
NICA,21,28,100,,
NICA,21,8,200,,
SBL,45,58,20,,
SBL,45,25,42,,
EBL,6,57,100,,
EBL,6,47,100,,
PROFL,3,52,100,,
EBL,6,45,100,,
PROFL,3,47,330,,
EBL,6,52,10,,
EBL,6,44,500,,
EBL,6,42,40,,
MEGA,4,45,179,,
MEGA,4,52,300,,
MEGA,4,59,21,,
GBBL,54,14,100,,
CBL,35,19,10,,
RLFL,40,57,300,,
AHPC,53,6,680,,
AHPC,53,25,100,,
AHPC,53,59,20,,
NICL,6,6,250,,
NICL,6,34,500,,
NLIC,37,16,7,,
NLIC,37,48,33,,
NLIC,42,48,17,,
GHL,46,39,400,,
NLICL,54,45,100,,
CHDC,57,50,20,,
SLI,55,38,10,,
KBL,8,6,200,,
CORBL,35,8,15,,
NBF3,29,4,5000,,
SBL,56,25,500,,
SICL,22,58,400,,
NGPL,8,49,14,,
NBF3,41,58,1000,,
SFMF,29,46,100,,
SFCL,40,49,100,,
PRIN,50,50,32,,
PRIN,50,37,100,,
NBL,44,50,205,,
CBBL,35,6,20,,
KSBBL,53,35,85,,
KSBBL,52,35,100,,
NTC,36,42,155,,
NTC,36,5,100,,
NTC,36,39,25,,
NTC,36,58,150,,
SBL,13,36,92,,
NTC,36,26,70,,
SBL,28,36,10,,
MEGA,57,10,90,,
MEGA,57,10,90,,
MEGA,14,10,30,,
MEGA,45,10,100,,
MEGA,42,10,190,,
HDHPC,51,7,73,,
MKJC,34,28,10,,
BPCL,26,17,23,,
BPCL,26,17,50,,
BPCL,26,45,427,,
NICLBSL,51,21,20,,
HIDCL,56,48,66,,
HIDCL,56,42,100,,
HIDCL,56,34,34,,
JLI,7,55,10,,
JBLB,55,25,10,,
ULI,28,19,10,,
NBL,25,50,80,,
RHPL,20,52,260,,
SLICL,44,50,100,,
DHPL,57,56,100,,
PRVU,44,36,209,,
PRVU,44,52,10,,
PRVU,44,6,100,,
PRVU,44,26,80,,
PRVU,44,6,101,,
NCCB,4,44,210,,
UMHL,56,51,400,,
SINDU,8,34,10,,
HIDCL,49,54,50,,
HIDCL,49,34,50,,
HIDCL,49,35,100,,
MKJC,34,45,10,,
MKJC,34,55,10,,
MLBL,22,43,65,,
HIDCL,1,16,20,,
HIDCL,22,16,195,,
HIDCL,49,16,44,,
HIDCL,20,16,41,,
ICFC,35,42,100,,
NCCB,4,46,290,,
NCCB,26,46,10,,
PRVU,47,54,20,,
CZBIL,13,44,35,,
CZBIL,32,44,246,,
CZBIL,50,44,625,,
ULI,28,42,10,,
HDL,59,55,20,,
EIC,29,41,100,,
PCBL,48,39,10,,
NBF3,29,32,5000,,
GIC,45,42,400,,
GIC,6,3,10,,
SPC,20,58,80,,
SPC,20,3,10,,
SPC,20,58,10,,
NIFRA,26,3,45,,
NIFRA,49,3,20,,
NIFRA,21,3,105,,
NIFRA,38,3,130,,
NIFRA,44,3,200,,
AKJCL,43,38,200,,
AKJCL,35,38,70,,
AKJCL,16,38,55,,
AKJCL,45,38,12,,
NABBC,34,35,40,,
SPDL,47,51,200,,
SAPDBL,56,13,100,,
ULI,49,52,10,,
ULI,59,52,990,,
ULI,8,52,680,,
SBL,55,25,20,,
MBJC,59,14,10,,
SLI,55,49,10,,
NRIC,59,6,100,,
UPPER,52,37,450,,
UPPER,52,11,50,,
CZBIL,38,34,100,,
NGPL,57,39,10,,
SIGS2,56,42,226,,
UPPER,42,39,48,,
SHIVM,20,29,10,,
GIC,39,35,100,,
CFCL,49,35,35,,
PRVU,57,6,99,,
GHL,19,39,500,,
GHL,41,39,250,,
BARUN,19,19,20,,
NHDL,52,34,50,,
PIC,28,6,100,,
PIC,28,43,1600,,
PIC,28,51,300,,
DHPL,8,56,100,,
HDL,55,50,10,,
JFL,4,46,100,,
NABIL,14,45,60,,
NABIL,14,55,40,,
NTC,38,26,30,,
NTC,38,42,500,,
NTC,38,26,20,,
NTC,38,49,50,,
NBL,52,8,200,,
HDL,49,34,10,,
HDL,49,34,20,,
CZBIL,32,39,400,,
CZBIL,34,39,100,,
SLI,55,21,10,,
GIC,14,42,500,,
NLIC,47,33,100,,
NIFRA,44,57,200,,
CCBL,38,10,385,,
CCBL,19,10,100,,
JLI,33,10,10,,
CCBL,41,10,215,,
SBL,42,25,150,,
PCBL,1,39,100,,
NGPL,48,39,50,,
NGPL,45,39,100,,
NGPL,22,39,20,,
NGPL,55,39,50,,
NGPL,41,39,20,,
NGPL,57,39,100,,
NGPL,22,39,500,,
NGPL,45,39,50,,
NGPL,34,39,40,,
NGPL,41,39,100,,
NGPL,57,39,100,,
NGPL,45,39,100,,
NGPL,17,39,200,,
NGPL,42,39,500,,
NGPL,42,39,100,,
NGPL,45,39,500,,
NGPL,45,39,50,,
NGPL,46,39,200,,
NGPL,48,39,25,,
NGPL,14,39,500,,
NGPL,57,39,50,,
NGPL,57,39,100,,
NGPL,49,39,50,,
NGPL,34,39,40,,
CBL,28,19,100,,
CBL,28,8,200,,
HPPL,42,18,45,,
SLI,55,14,10,,
SLI,55,3,10,,
SLI,55,47,10,,
SLI,55,19,10,,
SLI,55,7,10,,
SLI,55,41,10,,
SLI,55,54,10,,
SLI,55,21,40,,
SBI,7,22,403,,
SLI,55,58,10,,
SBI,7,57,87,,
SLI,55,58,10,,
SBI,7,42,10,,
SLI,55,56,10,,
SLI,55,57,10,,
GLH,49,55,10,,
SLI,55,19,480,,
SAHAS,34,21,170,,
SAHAS,34,44,10,,
SAHAS,34,47,10,,
SAHAS,34,57,10,,
HIDCL,20,1,11,,
SAHAS,4,46,10,,
AKJCL,20,4,394,,
AKJCL,20,26,90,,
AKJCL,20,38,16,,
MBJC,59,45,10,,
PMHPL,43,45,40,,
UNHPL,4,59,160,,
UNHPL,25,59,40,,
GHL,41,28,10,,
UIC,39,38,500,,
SHPC,16,14,200,,
NIFRA,44,38,30,,
ALBSL,57,19,90,,
ALBSL,57,16,10,,
SAHAS,26,44,10,,
BFC,42,26,234,,
NLICL,25,10,20,,
SAHAS,4,59,10,,
UNHPL,25,49,100,,
UNHPL,25,47,60,,
AHPC,39,16,300,,
GIMES1,57,56,2400,,
NABIL,32,35,200,,
SHPC,16,22,50,,
SCB,10,22,11,,
UMHL,56,41,50,,
UMHL,56,35,48,,
UMHL,56,21,190,,
UMHL,56,48,300,,
PLI,16,21,10,,
SPDL,59,57,300,,
PROFL,34,13,10,,
HIDCL,52,53,1,,
SHINE,48,21,100,,
SHINE,48,28,55,,
SHINE,48,56,100,,
SHINE,48,57,500,,
SHINE,48,D01,900,,
UMHL,49,48,200,,
RLFL,38,3,25,,
GBBL,14,42,300,,
SGI,36,17,10,,
JOSHI,52,59,20,,
JOSHI,52,20,350,,
SPDL,46,35,16,,
SPDL,46,36,100,,
SPDL,46,47,24,,
SPDL,46,42,50,,
SPDL,46,1,10,,
KBL,45,55,1000,,
GILB,45,21,120,,
NIFRA,44,53,30,,
ICFC,49,42,600,,
ICFC,49,52,400,,
SLI,37,49,10,,
UPCL,40,32,50,,
NHPC,6,49,100,,
ALICL,4,26,290,,
ALICL,41,26,80,,
ALICL,7,26,30,,
MEGA,56,39,150,,
ICFC,8,49,50,,
UMHL,49,21,60,,
AHPC,39,17,100,,
AHPC,39,41,40,,
SAHAS,4,32,10,,
HDHPC,16,33,50,,
AKJCL,45,38,288,,
NMB,45,26,68,,
NSLB,42,41,10,,
BFC,42,26,266,,
BFC,42,45,219,,
BFC,42,49,15,,
SHPC,16,49,28,,
SHPC,16,48,22,,
SHPC,16,50,600,,
SHPC,16,57,150,,
SHPC,16,56,30,,
SHPC,16,22,427,,
NBL,49,50,100,,
RHPL,20,26,60,,
RHPL,20,5,80,,
RHPL,20,37,600,,
API,48,45,720,,
API,34,45,200,,
API,54,45,458,,
API,6,45,50,,
API,57,45,150,,
API,49,45,7818,,
API,42,45,200,,
API,56,45,500,,
API,50,45,150,,
API,44,45,54,,
API,48,45,500,,
API,26,45,200,,
API,45,45,300,,
API,35,45,100,,
API,18,45,600,,
ULI,45,52,200,,
NTC,59,34,100,,
PICL,39,1,150,,
KBL,49,55,50,,
NFS,8,55,410,,
NFS,38,55,200,,
NFS,46,55,200,,
NFS,25,55,190,,
AIL,8,50,10,,
NSLB,32,41,1000,,
HDL,45,57,10,,
SAHAS,4,45,10,,
GBIME,42,1,100,,
NFS,25,47,70,,
SRBL,6,10,1000,,
PLIC,8,13,320,,
NTC,35,11,95,,
RLFL,38,32,300,,
RLFL,38,49,100,,
RLFL,38,45,75,,
AKJCL,38,26,10,,
NGPL,35,56,30,,
HDL,45,33,10,,
HDL,45,57,80,,
NRIC,6,25,25,,
API,43,43,100,,
SJCL,33,38,10,,
ICFC,8,4,10,,
NBL,52,57,100,,
UIC,7,38,430,,
UIC,7,38,70,,
EDBL,44,41,100,,
STC,39,35,25,,
STC,43,35,20,,
STC,40,35,10,,
STC,20,35,20,,
STC,32,35,10,,
ICFC,8,35,10,,
STC,40,35,15,,
GHL,41,20,740,,
GHL,40,20,50,,
GHL,14,20,100,,
GHL,57,20,110,,
NABIL,32,21,42,,
PCBL,57,39,100,,
GIC,39,42,100,,
GIC,14,42,233,,
GIC,39,42,410,,
MBJC,59,41,10,,
SPDL,59,16,300,,
NABIL,32,21,50,,
NABIL,32,50,50,,
NABIL,32,35,100,,
NABIL,32,14,30,,
NABIL,32,16,50,,
NABIL,32,32,50,,
NABIL,32,1,108,,
EDBL,44,33,520,,
EDBL,51,33,1000,,
SICL,22,58,17,,
SICL,22,36,20,,
SICL,22,48,57,,
SICL,22,22,10,,
NRN,29,49,50,,
NRN,29,59,500,,
NRN,29,34,10,,
NRN,29,53,10,,
NRN,29,38,60,,
NRN,29,45,30,,
ADBL,29,34,100,,
EICPO,36,59,338,,
EICPO,56,59,900,,
MLBL,22,36,10,,
MERO,59,46,27,,
ULI,59,21,10,,
ADBL,55,34,100,,
PRVU,57,42,401,,
CHDC,34,52,10,,
AKJCL,45,59,16,,
RHPL,16,49,10,,
CZBIL,32,16,354,,
CZBIL,39,16,329,,
MEGA,42,21,250,,
NFS,57,41,4,,
SHINE,57,D01,100,,
EDBL,44,33,800,,
AHPC,53,19,20,,
PICL,39,59,50,,
PICL,39,45,335,,
SIC,11,48,10,,
ADBL,41,34,500,,
RHPL,59,38,10,,
CCBL,41,35,25,,
CCBL,41,54,100,,
CCBL,41,22,60,,
SBL,1,25,288,,
SBL,1,55,712,,
GIMES1,35,56,7600,,
GIMES1,35,49,2000,,
GIMES1,35,22,200,,
GIMES1,35,45,200,,
ALICL,7,10,100,,
ALICL,7,44,120,,
HDL,41,43,15,,
EDBL,44,33,800,,
GIC,39,4,10,,
LBBL,45,39,10,,
GBLBS,44,48,10,,
UMHL,49,48,500,,
CHDC,34,49,10,,
HDHPC,16,41,230,,
HIDCL,20,40,448,,
HIDCL,44,40,52,,
UPPER,36,33,286,,
UPPER,36,33,500,,
UPPER,36,33,500,,
UPPER,36,33,500,,
UPPER,36,33,500,,
UPPER,57,33,805,,
UPPER,42,33,189,,
UPPER,52,33,220,,
KRBL,45,42,2960,,
KRBL,34,42,200,,
KRBL,34,42,140,,
KRBL,34,42,200,,
SHPC,13,26,50,,
AKPL,56,34,33,,
AKPL,56,51,67,,
HIDCL,44,22,34,,
HIDCL,42,22,66,,
API,18,45,500,,
API,18,34,400,,
SINDU,25,34,140,,
HIDCL,42,40,460,,
MEN,39,42,10000,,
SLI,37,21,10,,
NGPL,45,48,320,,
NGPL,45,38,100,,
NGPL,45,33,80,,
EDBL,44,33,800,,
NCCB,26,59,290,,
LEC,40,34,10,,
MLBL,42,43,75,,
AHPC,16,19,37,,
HIDCL,42,39,30,,
HIDCL,7,39,10,,
ULI,8,32,10,,
SPC,57,35,10,,
MDB,57,45,100,,
MHNL,49,45,40,,
UNHPL,4,1,50,,
EICPO,56,21,100,,
NICA,34,8,800,,
NICA,34,51,50,,
NICA,34,45,100,,
NICA,34,38,50,,
JFL,4,21,20,,
JFL,4,57,15,,
NFS,28,38,10,,
PROFL,45,47,300,,
BFC,42,49,80,,
BFC,42,58,20,,
BFC,42,19,50,,
BFC,42,43,193,,
BFC,42,51,100,,
BFC,42,43,300,,
BFC,42,49,57,,
HDL,49,57,20,,
KSBBL,41,6,50,,
NIFRA,44,40,40,,
NIFRA,34,40,60,,
GLICL,35,58,2526,,
GLICL,35,36,100,,
GLICL,35,21,250,,
GLICL,35,57,195,,
GLICL,35,50,500,,
GLICL,35,54,500,,
GLICL,35,6,443,,
GLICL,35,49,486,,
JFL,5,28,5,,
GLH,34,57,10,,
API,57,34,100,,
NCCB,13,44,250,,
NCCB,22,44,850,,
NCCB,13,44,1600,,
ULI,8,19,10,,
NBL,52,38,11,,
NUBL,44,41,44,,
MFIL,6,34,20,,
NRN,10,8,300,,
PLIC,8,13,500,,
EDBL,34,33,55,,
SLI,41,19,90,,
SLI,41,55,10,,
SLI,41,35,10,,
SLI,41,21,90,,
OHL,41,13,180,,
KMCDB,34,10,150,,
SLI,49,38,10,,
NBL,44,50,115,,
NBL,44,6,265,,
MNBBL,43,44,35,,
DDBL,41,42,20,,
DDBL,41,51,40,,
NMBMF,16,45,200,,
NIFRA,21,49,10,,
JLI,33,21,10,,
AKPL,37,51,33,,
MFIL,47,34,100,,
UIC,32,38,460,,
UIC,32,6,40,,
BPCL,34,55,13,,
MERO,42,14,140,,
HDL,52,57,20,,
JBBL,14,46,20,,
KSBBL,43,46,260,,
KSBBL,43,51,20,,
NHDL,57,35,11,,
PCBL,49,39,30,,
API,16,34,500,,
AKJCL,45,51,13,,
UIC,14,14,20,,
MLBSL,17,21,10,,
NHPC,20,49,365,,
NHPC,20,26,35,,
SIL,35,36,418,,
SBL,54,55,40,,
LEC,38,43,54,,
LEC,38,29,200,,
LEC,38,25,46,,
NCCB,33,59,10,,
MEGA,42,39,40,,
CFCL,28,28,911,,
CFCL,22,28,114,,
CFCL,57,28,100,,
CFCL,14,28,75,,
NIL,59,52,19,,
ICFC,8,59,15,,
GLH,34,50,20,,
GLH,34,16,100,,
GLH,34,22,40,,
GLH,34,40,400,,
GLH,34,3,245,,
GLH,34,41,10,,
GLH,34,49,10,,
GLH,34,34,10,,
GLH,34,35,10,,
GLH,34,58,10,,
GLH,34,21,20,,
GLH,34,53,10,,
GLH,34,41,10,,
GLH,34,55,140,,
GLH,34,35,10,,
GLH,34,39,10,,
HIDCL,43,34,10,,
LEC,40,48,75,,
JLI,33,49,10,,
GIC,39,17,10,,
AKPL,59,34,260,,
LGIL,38,43,100,,
GLH,34,41,10,,
GLH,34,34,10,,
LBBL,45,10,30,,
NFS,25,55,240,,
NFS,13,55,50,,
NFS,38,55,500,,
NFS,29,55,50,,
NFS,44,55,40,,
NFS,49,55,100,,
NFS,36,55,20,,
GHL,52,42,305,,
GHL,52,45,520,,
GHL,52,20,175,,
HDL,51,57,60,,
GBIME,48,38,187,,
GBIME,38,38,243,,
SAHAS,19,57,10,,
GBIME,42,21,30,,
NRIC,6,41,50,,
NRIC,43,41,50,,
AHPC,53,45,20,,
HIDCL,7,39,40,,
NHPC,49,47,102,,
NICA,39,48,200,,
PMHPL,43,28,10,,
NBL,45,6,100,,
GBBL,1,4,20,,
GBBL,7,4,80,,
SHPC,7,22,73,,
SHPC,7,32,100,,
SHPC,7,16,415,,
SHPC,7,43,400,,
SHPC,7,56,12,,
API,54,34,200,,
API,35,34,225,,
GBIME,46,42,10,,
HDHPC,36,41,200,,
HDHPC,21,41,100,,
NICSF,26,58,100,,
UPPER,52,26,80,,
HDHPC,21,56,300,,
SAHAS,4,38,10,,
UPCL,54,32,180,,
PLIC,8,13,180,,
PLIC,8,45,300,,
PLIC,8,49,20,,
PICL,39,45,165,,
PICL,39,1,130,,
PICL,39,59,57,,
PICL,39,42,100,,
PICL,39,5,48,,
MLBS,28,38,10,,
CBBL,38,4,10,,
GLICL,54,49,14,,
NLICL,21,41,100,,
LGIL,38,6,250,,
UPPER,52,48,200,,
NGPL,46,33,20,,
UPPER,42,39,21,,
HIDCL,44,47,114,,
HIDCL,21,47,143,,
HIDCL,49,47,28,,
HIDCL,49,47,30,,
RLI,36,53,10,,
RLI,36,39,210,,
GBBL,46,6,50,,
NABIL,57,1,60,,
NABIL,57,36,80,,
NABIL,57,39,10,,
HDL,6,57,50,,
SHIVM,20,29,50,,
KSBBL,43,22,30,,
KSBBL,43,38,63,,
KSBBL,43,45,55,,
KSBBL,43,34,100,,
KSBBL,43,26,218,,
KSBBL,43,43,54,,
NGPL,46,43,80,,
CMF2,58,46,100,,
CHDC,34,3,10,,
NABIL,14,39,50,,
AKPL,56,34,40,,
ULI,49,16,10,,
UPPER,57,25,50,,
HDL,35,57,10,,
PRVU,39,42,200,,
LBBL,45,16,20,,
GBIME,26,42,323,,
GBIME,59,42,160,,
MERO,17,14,160,,
MERO,17,42,40,,
MNBBL,43,42,450,,
GBIME,50,21,13,,
GBIME,50,38,50,,
GBIME,50,48,50,,
GBIME,50,47,14,,
GBIME,50,49,50,,
GBIME,50,51,23,,
CBL,19,51,100,,
SLI,55,21,100,,
GBIME,59,13,10,,
NHDL,22,34,30,,
SIGS2,56,6,3500,,
MNBBL,44,42,50,,
GUFL,34,28,167,,
SGI,36,48,10,,
SINDU,11,41,10,,
SINDU,11,7,25,,
SINDU,11,21,10,,
SINDU,11,28,300,,
SIL,4,36,582,,
NIFRA,57,39,40,,
HDL,52,57,10,,
API,35,45,175,,
MERO,45,42,160,,
MERO,45,39,200,,
API,32,45,500,,
MERO,45,19,20,,
API,5,45,200,,
MERO,45,14,20,,
API,33,45,125,,
KRBL,34,42,100,,
AIL,8,55,10,,
GUFL,49,28,500,,
GFCL,58,21,10,,
GFCL,54,21,10,,
ALBSL,14,17,78,,
ALBSL,14,52,100,,
ALBSL,14,56,200,,
ALBSL,14,22,10,,
ALBSL,14,32,12,,
MBL,45,50,700,,
MBL,4,50,25,,
MBL,36,50,2300,,
NHPC,49,47,87,,
NHPC,26,47,102,,
NMB,50,45,100,,
NLIC,42,35,28,,
CCBL,39,22,10,,
IGI,34,6,25,,
IGI,49,6,80,,
EDBL,6,33,25,,
IGI,17,6,20,,
NUBL,40,41,100,,
NICL,38,34,100,,
JFL,5,38,70,,
KBL,8,19,12,,
JLI,33,14,10,,
GHL,19,20,100,,
GHL,41,20,200,,
GHL,17,20,500,,
GHL,7,20,10,,
GHL,21,20,840,,
GHL,45,20,100,,
GHL,38,20,75,,
NICA,39,49,100,,
NICA,39,54,50,,
LEC,38,25,14,,
SLICL,32,51,90,,
SLICL,32,32,10,,
PLI,35,57,10,,
PRVU,21,42,500,,
PRVU,42,42,299,,
LBL,33,41,100,,
NHPC,26,47,98,,
MFIL,4,53,80,,
SPC,20,49,10,,
SPC,20,44,50,,
SPC,20,29,10,,
SPC,20,52,50,,
PPCL,16,35,70,,
SKBBL,21,10,40,,
SBL,14,55,248,,
SBL,14,34,693,,
SBL,14,22,59,,
JBLB,50,50,10,,
JBLB,50,28,20,,
JBLB,50,59,10,,
NMB,32,42,851,,
JOSHI,19,20,100,,
NIFRA,50,17,40,,
API,33,45,875,,
API,14,45,50,,
API,58,45,444,,
API,26,45,200,,
API,34,45,49,,
SCB,45,21,20,,
KBL,59,55,1000,,
KSBBL,22,43,130,,
AKPL,59,28,40,,
KBL,21,19,3,,
JBLB,34,29,10,,
AHPC,42,36,75,,
AHPC,45,36,100,,
AHPC,53,36,25,,
HDHPC,28,56,500,,
CHL,34,33,133,,
SLI,36,21,60,,
SLI,36,26,440,,
BPCL,26,45,73,,
BPCL,26,53,149,,
BPCL,26,41,35,,
BPCL,26,51,50,,
BPCL,26,17,50,,
BPCL,26,6,50,,
BPCL,26,50,30,,
BPCL,26,41,63,,
NEF,32,50,821,,
NHPC,49,47,811,,
NHPC,38,47,20,,
NHPC,4,47,49,,
NHPC,52,47,100,,
NHPC,49,47,89,,
NABBC,34,5,340,,
ALICL,22,44,200,,
HDL,42,57,10,,
HDL,38,57,10,,
HDL,20,57,25,,
PCBL,13,44,500,,
SANIMA,52,29,1162,,
SANIMA,52,29,50,,
SANIMA,52,28,50,,
SANIMA,52,16,10,,
SANIMA,52,36,25,,
SANIMA,52,38,200,,
SANIMA,52,25,1000,,
SANIMA,52,19,100,,
SANIMA,52,56,10,,
SANIMA,52,57,36,,
SANIMA,52,45,268,,
SANIMA,52,44,170,,
SANIMA,52,13,2709,,
HDL,20,57,100,,
NIFRA,57,17,100,,
PCBL,16,39,1000,,
GFCL,54,21,31,,
HDL,52,57,10,,
HDL,20,57,80,,
HDL,49,57,15,,
MBJC,59,45,10,,
GUFL,45,28,150,,
HDL,55,25,21,,
SIL,4,42,10,,
SIL,4,10,250,,
SIL,4,44,300,,
SIL,4,59,50,,
SIL,4,38,198,,
SIL,4,44,10,,
SIL,4,6,50,,
SIL,4,42,50,,
LBBL,52,16,100,,
NSLB,16,41,300,,
MBJC,59,36,10,,
RMDC,55,6,200,,
AHPC,53,56,75,,
NICSF,26,41,100,,
GLICL,37,49,500,,
MBJC,59,10,10,,
NBL,42,6,15,,
JFL,5,19,25,,
UPPER,57,48,145,,
JLI,33,17,10,,
API,22,45,310,,
NFS,36,28,10,,
NICL,6,44,90,,
AHPC,44,56,25,,
NICLBSL,51,34,15,,
HDL,29,25,20,,
NLIC,55,14,390,,
NLIC,42,14,10,,
NLIC,25,14,60,,
JBLB,56,57,10,,
NICA,39,56,100,,
KBL,8,55,1744,,
KBL,39,55,2500,,
KBL,47,55,100,,
KBL,4,55,376,,
KBL,4,55,476,,
KBL,35,55,150,,
KBL,45,55,16,,
KBL,39,55,206,,
HPPL,42,28,25,,
GHL,7,45,1190,,
GHL,7,57,100,,
GHL,7,17,200,,
GHL,7,45,500,,
GHL,7,51,10,,
SGI,36,59,110,,
SGI,36,44,10,,
SGI,36,28,10,,
SGI,36,40,10,,
SGI,36,48,10,,
SGI,36,49,10,,
SGI,36,45,10,,
SGI,36,19,10,,
NHPC,49,21,161,,
NHPC,53,21,98,,
AKJCL,45,22,93,,
AKJCL,45,45,25,,
AKJCL,45,28,25,,
AKJCL,45,38,30,,
API,57,45,72,,
GUFL,42,28,900,,
GUFL,42,22,100,,
SANIMA,52,13,314,,
KSBBL,22,11,100,,
KSBBL,22,4,150,,
KSBBL,22,59,20,,
KSBBL,22,56,100,,
MLBL,6,28,50,,
NBL,52,6,620,,
SINDU,43,38,350,,
MERO,42,49,10,,
NFS,36,41,170,,
NFS,51,41,30,,
NFS,38,41,250,,
NFS,45,41,100,,
AKJCL,11,53,800,,
AKJCL,32,53,200,,
PICL,35,5,452,,
PICL,35,41,100,,
PICL,35,1,98,,
PICL,35,10,50,,
ADBL,38,34,50,,
SIL,35,6,200,,
SIL,35,36,122,,
SIL,35,45,12,,
SIL,35,41,58,,
SIL,35,34,12,,
NABIL,57,36,20,,
NABIL,57,34,30,,
NABIL,57,45,50,,
MEGA,57,13,10,,
NIFRA,57,3,10,,
AKJCL,1,38,20,,
MLBL,42,21,20,,
NTC,41,38,95,,
NIFRA,57,42,50,,
CHL,34,47,200,,
NTC,41,49,30,,
NABIL,34,5,50,,
NTC,41,53,80,,
NABIL,38,5,10,,
MBJC,59,10,10,,
NHDL,55,34,50,,
NHPC,53,41,300,,
NHPC,53,42,102,,
MMF1,44,16,680,,
MMF1,44,42,700,,
PCBL,32,44,1000,,
HIDCL,46,34,356,,
HIDCL,46,28,80,,
HIDCL,46,49,50,,
HIDCL,46,52,14,,
SFCL,36,58,200,,
JBLB,21,57,10,,
AKPL,37,45,250,,
BOKL,50,1,100,,
JFL,19,52,102,,
NABIL,6,34,50,,
NABIL,6,5,42,,
HURJA,6,34,10,,
RADHI,34,43,15,,
SHIVM,20,16,190,,
NLICL,25,8,851,,
SHIVM,49,16,110,,
NLICL,26,8,100,,
NLICL,51,8,49,,
PROFL,49,47,50,,
SADBL,45,14,200,,
LLBS,14,33,500,,
ALICL,4,36,100,,
NLG,41,39,89,,
HDL,49,21,50,,
SBL,45,22,100,,
NMB,45,42,20,,
UMRH,34,32,10,,
SLI,55,26,10,,
SLI,55,8,10,,
HDL,36,55,100,,
MEN,14,49,30,,
GBBL,7,4,20,,
NHPC,19,42,280,,
NABIL,35,46,42,,
MLBL,42,17,100,,
CBL,49,6,500,,
CBL,49,46,50,,
CBL,49,26,20,,
CBL,49,22,500,,
CBL,49,21,150,,
CBL,49,35,155,,
CBL,49,28,80,,
ADBL,14,34,1000,,
GLICL,57,42,50,,
GLICL,57,58,218,,
NABIL,35,5,31,,
NABIL,35,16,50,,
JFL,4,32,90,,
JFL,42,32,10,,
NUBL,14,49,50,,
NUBL,14,29,63,,
ADBL,18,34,135,,
ADBL,18,57,65,,
PROFL,40,47,100,,
PROFL,22,47,50,,
NRIC,44,35,400,,
NRIC,52,35,100,,
AKPL,32,45,250,,
SANIMA,52,13,1977,,
SANIMA,52,44,866,,
API,57,34,128,,
API,47,34,1872,,
UPPER,57,36,365,,
UPPER,57,43,200,,
GLICL,32,58,1400,,
GLICL,32,59,50,,
GLICL,32,59,50,,
GLICL,32,16,500,,
NRIC,32,35,100,,
SHINE,41,34,500,,
SHINE,41,57,100,,
SHINE,41,14,220,,
SHINE,41,14,500,,
SHINE,41,48,50,,
SHINE,41,36,690,,
KBL,56,17,50,,
MBL,28,36,10,,
SPC,19,35,10,,
DDBL,51,51,10,,
SINDU,43,42,500,,
SINDU,43,51,25,,
SINDU,43,56,50,,
SINDU,43,42,30,,
SINDU,43,38,100,,
SINDU,43,49,20,,
SINDU,43,28,200,,
SINDU,43,39,50,,
SINDU,43,6,100,,
SINDU,43,28,400,,
HDL,49,25,119,,
HDL,49,35,130,,
HDL,49,49,40,,
HDL,49,6,11,,
NUBL,40,29,50,,
NHPC,25,42,40,,
KSBBL,52,56,100,,
NLIC,35,57,50,,
CBL,57,28,1000,,
NABIL,35,5,15,,
API,56,28,500,,
SHPC,7,56,50,,
SHPC,7,14,550,,
SAPDBL,48,39,16,,
SAPDBL,48,21,30,,
SAPDBL,48,41,44,,
SBL,52,36,98,,
PRVU,42,49,10,,
PRVU,42,17,191,,
NABIL,55,5,12,,
NABIL,55,42,50,,
NABIL,55,13,50,,
NABIL,55,55,200,,
NABIL,55,59,188,,
JBBL,51,46,30,,
HIDCL,16,52,14,,
HIDCL,16,57,236,,
GFCL,55,21,40,,
ADBL,38,57,50,,
AKPL,37,34,250,,
NIBLPF,14,45,500,,
NCCB,55,25,200,,
SBI,7,20,30,,
SBI,7,7,200,,
SBI,7,10,369,,
LGIL,18,57,350,,
ICFC,56,59,85,,
CLBSL,34,48,90,,
SICL,49,33,190,,
KPCL,21,32,10,,
ULI,28,8,10,,
NICSF,4,45,200,,
NMB,17,42,29,,
NBL,52,57,50,,
NBL,52,20,1000,,
NBL,52,58,30,,
NBL,52,58,20,,
NBL,52,58,40,,
NBL,52,26,140,,
NBL,52,42,100,,
GBIME,26,56,77,,
GBIME,42,56,40,,
